id,wgt,ethnicity,racegroup,state,gender,education,nativity1,nativity2,legality,income1,income2,age1,age2,reg,votepred,votelean,party,partycloser1,partycloser2,favorbo,favordt,favorhc,p1,p2,p3,p4,p5,p6,p7,media1,media2,soc1,soc2
10090600000293,68.5488746,(02) Cambodian,(1) ASIAN AMERICAN,CA,(2) Female,(1) No schooling completed,(05) Burma / Myanmar,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,(2) Not Registered,(3) SOME OTHER CANDIDATE,NA,(05) DO NOT READ  Do not think in terms of political parties,NA,(3) Closer to neither party,(3) Somewhat favorable,(1) Very unfavorable,(3) Somewhat favorable,(1) Support,(1) Support,(1) Support,(1) Support,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(01) Economy/Jobs,(01) Economy/Jobs
10100600000294,68.5488746,(02) Cambodian,(1) ASIAN AMERICAN,CA,(2) Female,"(2) Some schooling, no high school degree / GED",(05) Burma / Myanmar,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,NA,NA,(01) Economy/Jobs,(01) Economy/Jobs
1010200000135 ,20743.901482,NA,(4) BLACK,DC,(2) Female,(3) High school degree / GED,NA,NA,NA,"(3) $50,000 to $75,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Support,(1) Support,NA,NA,(2) Oppose,(1) Support,(1) Support,NA,NA,(01) Economy/Jobs,(06) Health care
10110600000296,68.5488746,(02) Cambodian,(1) ASIAN AMERICAN,CA,(2) Female,"(2) Some schooling, no high school degree / GED",(05) Burma / Myanmar,NA,(2) Visa,"(1) Up to $20,000",NA,(2) 35 or above,NA,NA,NA,NA,(02) Republican,NA,NA,(4) Very favorable,(3) Somewhat favorable,(4) Very favorable,(1) Support,(2) Oppose,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(3) DO NOT READ  Both equally,NA,(01) Economy/Jobs,(01) Economy/Jobs
10120600000297,41.1318275,(02) Cambodian,(1) ASIAN AMERICAN,CA,(1) Male,(1) No schooling completed,(05) Burma / Myanmar,NA,(1) US Citizen,"(1) Up to $20,000",NA,(1) Below age 35,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Support,(1) Support,(1) Support,(1) Support,(2) Oppose,(1) Support,(1) Support,(3) DO NOT READ  Both equally,NA,(10) Sexism or Gender discrimination,(13) Terrorism/ISIS/National security
10130600000298,156.3763361,(02) Cambodian,(1) ASIAN AMERICAN,CA,(1) Male,(5) College degree or Bachelor's degree,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(3) SOME OTHER CANDIDATE,NA,(02) Republican,NA,NA,(1) Very unfavorable,(2) Somewhat unfavorable,(1) Very unfavorable,(2) Oppose,(1) Support,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(1) RETHNIC: or Asian American more,NA,(08) Immigration,(02) Education
10140600000299,68.5488746,(02) Cambodian,(1) ASIAN AMERICAN,CA,(2) Female,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(4) Something else,"(1) Up to $20,000",NA,(2) 35 or above,NA,NA,NA,NA,(01) Democrat,NA,NA,(4) Very favorable,(2) Somewhat unfavorable,(4) Very favorable,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(1) Support,(2) Mainstream American more,NA,(01) Economy/Jobs,(02) Education
10150600000300,68.5488746,(02) Cambodian,(1) ASIAN AMERICAN,CA,(2) Female,"(2) Some schooling, no high school degree / GED",(05) Burma / Myanmar,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(4) Very favorable,(2) Somewhat unfavorable,(4) Very favorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(3) DO NOT READ  Both equally,NA,(01) Economy/Jobs,(01) Economy/Jobs
10160600000301,68.5488746,(02) Cambodian,(1) ASIAN AMERICAN,CA,(2) Female,(1) No schooling completed,(05) Burma / Myanmar,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",NA,(3) SOMEONE ELSE,(05) DO NOT READ  Do not think in terms of political parties,NA,(3) Closer to neither party,(5) No opinion,(5) No opinion,(5) No opinion,(1) Support,(1) Support,(1) Support,(1) Support,(1) Support,(1) Support,(1) Support,NA,NA,(01) Economy/Jobs,(01) Economy/Jobs
10170600000303,41.1318275,(02) Cambodian,(1) ASIAN AMERICAN,CA,(1) Male,(1) No schooling completed,(05) Burma / Myanmar,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(3) Somewhat favorable,(1) Very unfavorable,(4) Very favorable,(1) Support,(1) Support,(1) Support,(1) Support,(2) Oppose,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(02) Education,NA
10180600000306,335.4137109,(02) Cambodian,(1) ASIAN AMERICAN,WA,(1) Male,(3) High school degree / GED,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(1) Support,(1) RETHNIC: or Asian American more,NA,(06) Health care,NA
10190600000308,260.6113683,(02) Cambodian,(1) ASIAN AMERICAN,CA,(2) Female,(5) College degree or Bachelor's degree,(06) Cambodia / Kampuchea,NA,(1) US Citizen,NA,"(1) less than $50,000",(2) 35 or above,NA,"(1) Yes, Registered",(2) Trump,NA,(03) Independent,NA,(3) Closer to neither party,(1) Very unfavorable,(4) Very favorable,(1) Very unfavorable,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(2) Mainstream American more,NA,(08) Immigration,(06) Health care
10200000001   ,850055.9928304,NA,(3) WHITE,NJ,(1) Male,"(4) Some college, but no degree",NA,NA,NA,"(2) $20,000 to $50,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(2) Trump,NA,(02) Republican,NA,NA,(1) Very unfavorable,(4) Very favorable,(1) Very unfavorable,(2) Oppose,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(2) Oppose,(1) Support,NA,NA,(13) Terrorism/ISIS/National security,(01) Economy/Jobs
10200600000324,3744.7223055,(02) Cambodian,(1) ASIAN AMERICAN,WA,(2) Female,"(4) Some college, but no degree",(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(2) $20,000 to $50,000",NA,(1) Below age 35,NA,(2) Not Registered,NA,NA,NA,(3) Closer to neither party,NA,(5) No opinion,(5) No opinion,(5) No opinion,NA,(1) Support,NA,(2) Oppose,NA,(1) Support,(2) Oppose,(2) Mainstream American more,NA,(01) Economy/Jobs,(01) Economy/Jobs
1020200000137 ,328741.2153997,NA,(5) AFRICAN AMERICAN,GA,(1) Male,"(2) Some schooling, no high school degree / GED",NA,NA,NA,"(6) $125,000 to $250,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(3) SOME OTHER CANDIDATE,NA,(03) Independent,NA,(1) Closer to the Republican Party,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Support,(2) Oppose,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,NA,NA,(01) Economy/Jobs,(01) Economy/Jobs
10210600000001,506.5276151,(02) Cambodian,(1) ASIAN AMERICAN,PA,(1) Male,(3) High school degree / GED,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,(2) Not Registered,NA,NA,NA,NA,NA,(3) Somewhat favorable,(1) Very unfavorable,(2) Somewhat unfavorable,(1) Support,(1) Support,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,NA,NA
10220600000002,68.5488746,(02) Cambodian,(1) ASIAN AMERICAN,CA,(2) Female,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,NA,NA,(2) 35 or above,(5) 65 or over,(2) Not Registered,NA,NA,(01) Democrat,NA,NA,(3) Somewhat favorable,(3) Somewhat favorable,(3) Somewhat favorable,NA,NA,NA,NA,NA,NA,NA,(1) RETHNIC: or Asian American more,NA,NA,NA
10230600000003,36.6770535,(02) Cambodian,(1) ASIAN AMERICAN,RI,(2) Female,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,NA,NA,(2) 35 or above,(5) 65 or over,(2) Not Registered,(1) Clinton,NA,(01) Democrat,NA,NA,(3) Somewhat favorable,(1) Very unfavorable,(3) Somewhat favorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(01) Economy/Jobs,NA
10240600000005,53.3655959,(02) Cambodian,(1) ASIAN AMERICAN,VA,(2) Female,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,(2) Not Registered,NA,NA,NA,NA,NA,(6) Never heard,(6) Never heard,(6) Never heard,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,NA,NA
10250600000006,33.6686088,(02) Cambodian,(1) ASIAN AMERICAN,WA,(1) Male,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,(2) Not Registered,(1) Clinton,NA,(01) Democrat,NA,NA,(3) Somewhat favorable,(1) Very unfavorable,(4) Very favorable,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(1) RETHNIC: or Asian American more,NA,NA,NA
10260600000008,41.1318275,(02) Cambodian,(1) ASIAN AMERICAN,CA,(1) Male,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,(5) 65 or over,(2) Not Registered,(2) Trump,NA,(01) Democrat,NA,NA,(3) Somewhat favorable,(2) Somewhat unfavorable,(2) Somewhat unfavorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,NA,NA
10270600000009,63.6076484,(02) Cambodian,(1) ASIAN AMERICAN,MA,(2) Female,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(3) $50,000 to $75,000",NA,(2) 35 or above,NA,(2) Not Registered,NA,NA,(01) Democrat,NA,NA,(3) Somewhat favorable,(2) Somewhat unfavorable,(3) Somewhat favorable,NA,NA,NA,NA,NA,NA,NA,(1) RETHNIC: or Asian American more,NA,NA,NA
10280600000010,33.6686088,(02) Cambodian,(1) ASIAN AMERICAN,WA,(1) Male,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(3) $50,000 to $75,000",NA,(2) 35 or above,NA,(2) Not Registered,NA,NA,(01) Democrat,NA,NA,(2) Somewhat unfavorable,(2) Somewhat unfavorable,(2) Somewhat unfavorable,(1) Support,(1) Support,(1) Support,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,NA,NA
10290600000011,38.1669114,(02) Cambodian,(1) ASIAN AMERICAN,MA,(1) Male,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(2) $20,000 to $50,000",NA,(2) 35 or above,NA,(2) Not Registered,NA,NA,(01) Democrat,NA,NA,(3) Somewhat favorable,(3) Somewhat favorable,(3) Somewhat favorable,NA,NA,NA,NA,NA,NA,NA,(1) RETHNIC: or Asian American more,NA,NA,NA
10300600000012,38.1669114,(02) Cambodian,(1) ASIAN AMERICAN,MA,(1) Male,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(3) $50,000 to $75,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",NA,NA,(01) Democrat,NA,NA,(4) Very favorable,(2) Somewhat unfavorable,(3) Somewhat favorable,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(06) Health care,(06) Health care
1030200000138 ,53048.7901731,NA,(5) AFRICAN AMERICAN,NJ,(1) Male,(5) College degree or Bachelor's degree,NA,NA,NA,NA,NA,(2) 35 or above,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Support,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,NA,NA,NA,(12) Taxes
10310600000013,53.3655959,(02) Cambodian,(1) ASIAN AMERICAN,VA,(2) Female,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,(2) Not Registered,(1) Clinton,NA,(01) Democrat,NA,NA,(2) Somewhat unfavorable,(2) Somewhat unfavorable,(2) Somewhat unfavorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(01) Economy/Jobs,(06) Health care
10320600000015,33.6686088,(02) Cambodian,(1) ASIAN AMERICAN,WA,(1) Male,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,(2) Not Registered,(2) Trump,NA,(02) Republican,NA,NA,(3) Somewhat favorable,(3) Somewhat favorable,(3) Somewhat favorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(01) Economy/Jobs,(02) Education
10330600000017,36.2875593,(02) Cambodian,(1) ASIAN AMERICAN,MN,(2) Female,"(2) Some schooling, no high school degree / GED",(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(2) Somewhat unfavorable,(2) Somewhat unfavorable,(2) Somewhat unfavorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(01) Economy/Jobs,(01) Economy/Jobs
10340600000018,41.1318275,(02) Cambodian,(1) ASIAN AMERICAN,CA,(1) Male,"(2) Some schooling, no high school degree / GED",(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(2) Trump,NA,(02) Republican,NA,NA,(3) Somewhat favorable,(4) Very favorable,(3) Somewhat favorable,(1) Support,(1) Support,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(01) Economy/Jobs,(06) Health care
10350600000020,8453.5114051,(03) Chinese,(1) ASIAN AMERICAN,TX,(2) Female,"(2) Some schooling, no high school degree / GED",(26) Thailand / Siam,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,(2) Not Registered,(2) Trump,NA,(03) Independent,(3) Closer to neither party,NA,(2) Somewhat unfavorable,(2) Somewhat unfavorable,(2) Somewhat unfavorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(02) Education,(02) Education
10360600000021,82.7805797,(02) Cambodian,(1) ASIAN AMERICAN,MN,(1) Male,"(4) Some college, but no degree",(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(2) $20,000 to $50,000",NA,(1) Below age 35,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(2) Somewhat unfavorable,(1) Very unfavorable,(4) Very favorable,(1) Support,(1) Support,(1) Support,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(09) Racism or Racial discrimination,(05) Government/Broken political system
10370600000022,335.4137109,(02) Cambodian,(1) ASIAN AMERICAN,WA,(1) Male,(3) High school degree / GED,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,(4) 50 to 64,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(2) Somewhat unfavorable,(1) Very unfavorable,(4) Very favorable,(1) Support,(1) Support,NA,NA,NA,NA,NA,NA,NA,(02) Education,(02) Education
10380600000023,744.8909416,(02) Cambodian,(1) ASIAN AMERICAN,NY,(1) Male,(5) College degree or Bachelor's degree,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(3) $50,000 to $75,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(2) Trump,NA,(02) Republican,NA,NA,(1) Very unfavorable,(4) Very favorable,(1) Very unfavorable,(2) Oppose,(1) Support,(2) Oppose,(1) Support,(2) Oppose,(1) Support,(1) Support,(2) Mainstream American more,NA,(08) Immigration,(08) Immigration
10390600000025,38.1669114,(02) Cambodian,(1) ASIAN AMERICAN,MA,(1) Male,"(2) Some schooling, no high school degree / GED",(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(3) $50,000 to $75,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(4) Very favorable,(3) Somewhat favorable,(4) Very favorable,(1) Support,(2) Oppose,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(2) Mainstream American more,NA,(01) Economy/Jobs,(02) Education
10400600000026,68.5488746,(02) Cambodian,(1) ASIAN AMERICAN,CA,(2) Female,"(2) Some schooling, no high school degree / GED",(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(3) $50,000 to $75,000",NA,(2) 35 or above,NA,(2) Not Registered,(1) Clinton,NA,(01) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(01) Economy/Jobs,(01) Economy/Jobs
1040200000140 ,15291.3431222,NA,(5) AFRICAN AMERICAN,MI,(2) Female,"(4) Some college, but no degree",NA,NA,NA,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(1) Support,(1) Support,(1) Support,(1) Support,(2) Oppose,(1) Support,NA,NA,NA,(01) Economy/Jobs,(02) Education
10410600000028,335.4137109,(02) Cambodian,(1) ASIAN AMERICAN,WA,(1) Male,(3) High school degree / GED,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(1) Up to $20,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(2) Oppose,(2) Oppose,(1) Support,(2) Mainstream American more,NA,(02) Education,(02) Education
10420600000030,36.2875593,(02) Cambodian,(1) ASIAN AMERICAN,MN,(2) Female,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(3) $50,000 to $75,000",NA,(2) 35 or above,NA,(2) Not Registered,(1) Clinton,NA,(01) Democrat,NA,NA,(3) Somewhat favorable,(2) Somewhat unfavorable,(4) Very favorable,(1) Support,(2) Oppose,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(2) Mainstream American more,NA,(01) Economy/Jobs,(02) Education
10430600000031,68.5488746,(02) Cambodian,(1) ASIAN AMERICAN,CA,(2) Female,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(3) $50,000 to $75,000",NA,(2) 35 or above,NA,(2) Not Registered,(1) Clinton,NA,(01) Democrat,NA,NA,(3) Somewhat favorable,(2) Somewhat unfavorable,(4) Very favorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(01) Economy/Jobs,(02) Education
10440600000033,8201.1560065,(06) Indian,(1) ASIAN AMERICAN,TX,(2) Female,(5) College degree or Bachelor's degree,(08) India,NA,(1) US Citizen,"(3) $50,000 to $75,000",NA,(1) Below age 35,NA,"(1) Yes, Registered",(1) Clinton,NA,(01) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(1) Support,(1) Support,(1) Support,(1) Support,(2) Oppose,(1) Support,(1) Support,(2) Mainstream American more,NA,(06) Health care,(01) Economy/Jobs
10450600000034,156.3763361,(02) Cambodian,(1) ASIAN AMERICAN,CA,(1) Male,(6) Graduate or Professional degree,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,(2) Not Registered,(1) Clinton,NA,(01) Democrat,NA,NA,(3) Somewhat favorable,(1) Very unfavorable,(4) Very favorable,(2) Oppose,(1) Support,(1) Support,(1) Support,(2) Oppose,(1) Support,(1) Support,(2) Mainstream American more,NA,(05) Government/Broken political system,(05) Government/Broken political system
10460600000035,138.5664917,(02) Cambodian,(1) ASIAN AMERICAN,TX,(1) Male,(1) No schooling completed,(06) Cambodia / Kampuchea,NA,(1) US Citizen,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, Registered",(2) Trump,NA,(02) Republican,NA,NA,(1) Very unfavorable,(1) Very unfavorable,(1) Very unfavorable,(1) Support,(1) Support,(2) Oppose,(2) Oppose,(1) Support,(1) Support,(1) Support,(1) RETHNIC: or Asian American more,NA,(01) Economy/Jobs,(02) Education
