"id","state","age","gender","party","race","socioecon_bg","familyincome","density","ever_donor","voted2008","voted2010","voted2012","voted2014","vote2012_prob","vote2014_prob","ideology_score","dem_score","dem2012_score","homeowner_score","college_grad_prob","gun_owner_prob","hunter_prob","married_prob","religion"
36617,"NC",40,"F","DEM","C","MODERATELY WEALTHY",173000,"URBAN",0,1,0,1,0,84.400002,53.779999,68,85.790001,82.959999,9,0.773,0.199,0.046,0.81900001,"PROTESTANT"
38233,"NC",63,"F","DEM","C","VERY WEALTHY",73000,"URBAN",0,1,0,1,1,80.300003,50.98,55.099998,47.900002,82.230003,5,0.54500002,0.18099999,0.215,0.861,"UNCODED"
38349,"NC",30,"F","DEM","C","MODERATELY WEALTHY",17000,"URBAN",0,1,1,1,0,95.5,84.940002,63.700001,72.059998,81.690002,9,0.64099997,0.198,0.046,0.118,"PROTESTANT"
38220,"NC",43,"F","DEM","C","VERY WEALTHY",159000,"URBAN",0,0,0,1,0,53.5,44.490002,70,83.18,96.400002,9,0.87300003,0.086000003,0.061999999,0.25799999,"UNCODED CHRISTIAN"
36786,"NC",37,"F","DEM","C","MODERATELY WEALTHY",28000,"RURAL",0,1,1,1,1,66.900002,80.269997,42.400002,81.07,36.439999,2,0.67199999,0.19400001,0.046,0.51999998,"UNCODED"
38018,"NC",64,"F","DEM","C","MODERATELY WEALTHY",235000,"URBAN",0,1,1,1,1,99.099998,92.559998,71.099998,80.800003,91.269997,9,0.461,0.212,0.046,0.91100001,"UNCODED"
37297,"NC",65,"F","DEM","C","NON-FAMILY, WORKING",6000,"URBAN",0,0,0,0,0,32.900002,9.6400003,53.400002,85.220001,91.610001,1,0.26100001,0.16599999,NA,0.064999998,"CATHOLIC"
37252,"NC",55,"F","DEM","C","VERY WEALTHY",194000,"URBAN",0,1,0,0,1,92.699997,34.639999,54.599998,83.760002,67.389999,9,0.66799998,0.19599999,0.161,0.40400001,"PROTESTANT"
37275,"NC",55,"F","DEM","C","MODERATELY WEALTHY",173000,"URBAN",0,1,1,1,1,98.5,89.769997,71.300003,73.529999,91.43,9,0.72000003,0.206,0.046,0.69400001,"UNCODED"
36641,"NC",45,"F","DEM","C","VERY WEALTHY",176000,"URBAN",1,1,1,1,1,98.699997,93.879997,66.199997,68.540001,93.839996,6,0.903,0.177,0.20999999,0.78399998,"JEWISH"
37704,"NC",48,"F","DEM","C","MODERATELY WEALTHY",146000,"URBAN",0,1,0,1,0,98.800003,68.040001,60.099998,81.269997,88.129997,9,0.71100003,0.206,0.046,0.94499999,"PROTESTANT"
37996,"NC",59,"F","DEM","C","MODERATELY WEALTHY",96000,"URBAN",1,1,0,1,0,88.800003,71.489998,68.900002,72.059998,88.709999,9,0.53500003,0.30700001,0.198,0.89099997,"PROTESTANT"
37473,"NC",82,"F","DEM","C","MODERATELY WEALTHY",114000,"URBAN",1,1,0,1,0,72.099998,71.830002,20.6,78.190002,49.310001,9,0.294,0.32100001,0.197,0.75300002,"PROTESTANT"
37593,"NC",61,"F","DEM","C","VERY WEALTHY",107000,"URBAN",0,0,1,1,1,97,86.620003,72.5,74.629997,77.279999,9,0.60799998,0.207,NA,0.42500001,"UNCODED"
37714,"NC",55,"F","DEM","C","NON-FAMILY, NOT WEALTHY",63000,"URBAN",0,0,0,1,0,46.599998,31.450001,64.599998,90.230003,85.379997,9,0.32600001,0.352,NA,0.86000001,"PROTESTANT"
37638,"NC",33,"F","DEM","C","NON-FAMILY, NOT WEALTHY",49000,"URBAN",0,1,0,1,0,55.200001,34.080002,61.200001,48.669998,85.349998,8,0.43799999,0.198,NA,0.189,"UNCODED"
37596,"NC",39,"F","DEM","C","VERY WEALTHY",113000,"URBAN",0,1,0,1,1,77.400002,59.849998,70,18.370001,88.370003,9,0.66799998,0.206,0.046,0.44,"UNCODED"
37079,"NC",33,"F","DEM","C","MODERATELY WEALTHY",109000,"URBAN",0,1,0,1,0,72.699997,51.02,77.699997,77.169998,87.510002,9,0.56300002,0.19499999,NA,0.92400002,"UNCODED CHRISTIAN"
37093,"NC",57,"F","DEM","C","VERY WEALTHY",76000,"RURAL",0,1,1,1,1,96.199997,76.730003,53.799999,68.540001,79.410004,9,0.64200002,0.285,0.046,0.35499999,"JEWISH"
37885,"NC",63,"F","DEM","C","MODERATELY WEALTHY",156000,"RURAL",0,1,1,1,1,95.400002,81.010002,45.700001,81.370003,64.25,9,0.57200003,0.24699999,0.046,0.48899999,"UNCODED CHRISTIAN"
36964,"NC",53,"F","DEM","C","BLUE COLLAR, UNIONS",110000,"RURAL",0,0,1,1,1,89.199997,71.709999,31.1,80.25,85.889999,8,0.403,0.242,0.175,0.91799998,"PROTESTANT"
37611,"NC",40,"F","DEM","C","MODERATELY WEALTHY",128000,"URBAN",0,0,0,0,0,NA,27.76,62.799999,NA,78.360001,9,0.73100001,0.176,NA,0.88599998,"PROTESTANT"
37057,"NC",55,"F","DEM","C","VERY WEALTHY",62000,"URBAN",0,1,1,1,0,93.300003,70.959999,62.200001,82.129997,90.370003,7,0.67299998,0.28099999,0.046,0.35499999,"CATHOLIC"
22532,"NC",26,"F","DEM","B","BLUE COLLAR, UNIONS",21000,"RURAL",0,1,0,1,1,68.199997,40.040001,54.5,98.080002,94.470001,7,0.317,0.219,0.046999998,0.49000001,"UNCODED"
21777,"NC",62,"F","DEM","B","MODERATELY WEALTHY",19000,"URBAN",0,1,0,1,1,70.699997,43.630001,58.5,98.080002,95.32,7,0.331,0.152,0.046,0.185,"UNCODED"
22629,"NC",48,"F","DEM","B","SINGLES, SERVICE ECONOMY",44000,"URBAN",0,0,0,1,1,41.700001,35.98,53.799999,93.360001,95.989998,7,0.28099999,0.17,0.046,0.16,"UNCODED"
21400,"NC",91,"F","DEM","B","BLUE COLLAR, UNIONS",26000,"RURAL",0,1,0,1,0,76.800003,51.669998,57.5,93.510002,96.910004,5,0.19499999,0.17399999,0.046,0.056000002,"UNCODED"
22113,"NC",54,"F","DEM","B","TRADITIONALLY LIBERAL, WHIE COLLAR",169000,"URBAN",0,1,1,1,1,98.099998,89.599998,78.400002,68.540001,98.900002,9,0.87699997,0.122,0.046,0.27000001,"UNCODED"
21091,"NC",64,"F","DEM","B","SINGLES, SERVICE ECONOMY",35000,"URBAN",0,1,1,1,1,98.099998,80.980003,58.5,98.550003,97.739998,6,0.178,0.204,0.046,0.07,"UNCODED"
21078,"NC",38,"F","DEM","B","MODERATELY WEALTHY",86000,"URBAN",0,1,1,1,1,98.400002,82.949997,67.400002,95.209999,98.419998,8,0.65200001,0.16,0.133,0.889,"UNCODED"
21310,"NC",63,"F","DEM","B","TRADITIONALLY LIBERAL, WHIE COLLAR",108000,"URBAN",1,1,1,1,0,98.800003,82.029999,60.099998,96.209999,97.889999,9,0.79900002,0.221,0.14300001,0.89099997,"UNCODED"
21662,"NC",48,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",37000,"URBAN",0,0,0,1,0,52.900002,52.43,60.400002,NA,94.279999,8,0.51300001,0.28400001,NA,0.82300001,"UNCODED"
21073,"NC",58,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",165000,"URBAN",0,1,1,1,1,98.199997,86.230003,71.699997,81.059998,98.559998,9,0.64499998,0.191,NA,0.89600003,"UNCODED"
22727,"NC",44,"F","DEM","B","MODERATELY WEALTHY",40000,"URBAN",0,1,0,1,0,81.599998,50.400002,63.5,96.25,98.860001,8,0.52200001,0.199,0.046,0.16500001,"UNCODED"
21573,"NC",52,"F","DEM","B","MODERATELY WEALTHY",32000,"URBAN",0,1,1,1,1,97,83.139999,62.200001,98.550003,97.550003,8,0.50700003,0.124,0.046,0.163,"UNCODED"
22423,"NC",26,"F","DEM","B","NON-FAMILY, NOT WEALTHY",15000,"URBAN",0,0,0,0,0,NA,21.09,64.400002,NA,95.32,1,0.285,0.127,NA,0.167,"UNCODED"
21291,"NC",25,"F","DEM","B","FACTORY/SERVICE",7000,"URBAN",0,0,0,1,0,78.800003,26.01,66.599998,NA,95.449997,7,0.278,0.199,NA,0.092,"UNCODED"
21737,"NC",31,"F","DEM","B","NON-FAMILY, WORKING",12000,"URBAN",0,1,0,1,1,71.5,50.080002,63.799999,98.080002,97.639999,7,0.428,0.141,0.046,0.162,"UNCODED"
21450,"NC",47,"F","DEM","B","NON-FAMILY, NOT WEALTHY",48000,"URBAN",0,1,1,1,1,94.900002,67.559998,62,98.080002,95.040001,9,0.50300002,0.12,0.046999998,0.13,"UNCODED"
21284,"NC",44,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",13000,"URBAN",0,1,1,0,1,95.199997,57.830002,63.5,98.080002,98.449997,1,0.333,0.102,0.046,0.113,"UNCODED"
22621,"NC",31,"F","DEM","B","TRADITIONALLY LIBERAL, WHIE COLLAR",22000,"URBAN",0,0,0,0,1,NA,36.619999,62.599998,NA,95.449997,5,0.44299999,0.214,NA,0.48800001,"UNCODED"
22521,"NC",54,"F","DEM","B","SINGLES, SERVICE ECONOMY",34000,"URBAN",0,1,1,1,1,96.699997,81.769997,67.800003,98.550003,98.199997,7,0.29899999,0.27500001,0.046999998,0.122,"UNCODED"
21707,"NC",56,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",158000,"URBAN",0,1,1,1,1,98.400002,75.160004,58.5,77.610001,96.870003,8,0.44400001,0.26800001,NA,0.55000001,"UNCODED"
21710,"NC",45,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",37000,"URBAN",0,1,1,1,1,98.099998,84.93,63.099998,96.849998,96.629997,9,0.38999999,0.18099999,0.046,0.146,"UNCODED"
22144,"NC",34,"F","DEM","B","MODERATELY WEALTHY",107000,"URBAN",0,1,1,0,0,97.599998,18.01,63.400002,98.080002,96.620003,9,0.58499998,0.15899999,0.046,0.092,"UNCODED"
22731,"NC",45,"F","DEM","B","NON-FAMILY, NOT WEALTHY",59000,"URBAN",0,1,0,1,0,86.099998,69.800003,62.099998,44.02,97.639999,9,0.403,0.161,0.046,0.189,"UNCODED"
21773,"NC",76,"F","DEM","B","SINGLES, SERVICE ECONOMY",19000,"URBAN",1,1,1,1,1,99.199997,90.089996,64.900002,98.550003,98.300003,8,0.208,0.176,NA,0.67900002,"UNCODED"
21780,"NC",59,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",165000,"URBAN",0,1,1,1,1,98.300003,87.900002,71.699997,81.059998,98.559998,9,0.63099998,0.199,NA,0.91799998,"UNCODED"
22694,"NC",41,"F","DEM","B","NON-FAMILY, NOT WEALTHY",56000,"URBAN",0,0,0,0,0,NA,56.27,60.099998,NA,94.239998,5,0.32800001,0.199,NA,0.866,"UNCODED"
21785,"NC",85,"F","DEM","B","SINGLES, SERVICE ECONOMY",9000,"URBAN",1,1,1,1,1,98.5,89.32,61.299999,91.199997,97.910004,9,0.26199999,0.15099999,0.046,0.70700002,"UNCODED"
21570,"NC",33,"F","DEM","B","NON-FAMILY, NOT WEALTHY",15000,"URBAN",0,1,0,1,0,80.400002,51.400002,57.400002,77.610001,95.32,2,0.414,0.167,NA,0.64300001,"UNCODED"
21184,"NC",49,"F","DEM","B","SINGLES, SERVICE ECONOMY",66000,"URBAN",1,1,1,1,1,98.5,87.610001,50.900002,91.199997,95.919998,9,0.26499999,0.221,0.046,0.53399998,"UNCODED"
21211,"NC",79,"F","DEM","B","BLUE COLLAR, UNIONS",39000,"RURAL",0,1,1,1,1,95.5,73.669998,52,60.380001,90.010002,6,0.219,0.25400001,0.046,0.244,"UNCODED"
22601,"NC",71,"F","DEM","B","NON-FAMILY, NOT WEALTHY",16000,"URBAN",1,1,1,1,1,95.400002,80.220001,55.700001,60.380001,97.660004,9,0.198,0.111,0.046,0.198,"UNCODED"
22704,"NC",40,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",81000,"URBAN",0,1,1,1,1,98.199997,86.639999,61.799999,98.080002,97.839996,8,0.322,0.211,0.046,0.391,"UNCODED"
21077,"NC",65,"F","DEM","B","SINGLES, SERVICE ECONOMY",7000,"URBAN",0,1,1,1,1,96.699997,77.830002,59.599998,96.25,98.449997,7,0.234,0.142,0.046,0.212,"UNCODED"
22403,"NC",34,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",22000,"URBAN",0,1,1,1,1,98.800003,89.940002,70.300003,90.339996,98.449997,6,0.46599999,0.17399999,0.13699999,0.29800001,"UNCODED"
